Language	ISO 639-3	Glottocode	contrastive_tone	pitch_accent	prosody	tonal_contrast	tonal_system	tone
Mbay	myb	mbay1241	False	False	False	False	True	True
Maung	mph	maun1240	False	True	False	False	False	True
Mattole	mvb	matt1238	False	True	False	False	False	True
Matsés	mcf	mats1244	False	False	True	False	False	True
Maskelynes	klv	mask1242	False	False	True	False	False	True
Maring	nng	mari1416	False	False	False	True	False	True
Maram Naga	nma	mara1379	False	False	False	True	False	True
Maore Comorian	swb	maor1244	False	False	False	False	True	True
Maonan	mmd	maon1241	False	False	False	False	True	True
Maniq	tnz	tong1308	False	False	True	False	False	True
Mangghuer	NOCODE_Mangghuer	minh1238	False	False	True	False	False	True
Mangbetu	mdj	mang1394	True	False	False	False	False	True
Mangala	mem	mang1383	False	False	True	False	False	True
Mangaia-Old Rapa	ray	rapa1245	False	True	True	False	False	False
Manambu	mle	mana1298	False	False	True	False	False	True
Malinaltepec Me'phaa	tcf	mali1285	False	False	False	False	True	True
Malecite-Passamaquoddy	pqm	male1292	False	True	False	False	False	True
Male (Ethiopia)	mdy	male1284	False	False	False	False	True	True
Makonde	kde	mako1251	False	False	True	False	False	True
Maguindanao	mdh	magu1243	False	False	True	False	False	True
Machame	jmc	mach1266	False	False	False	True	False	True
Ma'di	mhi	madi1260	False	False	True	False	False	True
Lü	khb	luuu1242	False	False	False	False	True	True
Luyi	lyn	luya1241	False	False	False	True	False	True
Luchazi	lch	luch1239	False	False	True	False	False	True
Lower Tanana	taa	lowe1425	False	False	True	False	False	True
Loma (Liberia)	lom	loma1260	False	False	False	False	True	True
Lolopo	ycl	lolo1259	False	False	False	False	True	True
Loko	lok	loko1255	False	False	False	False	True	True
Lokaa	yaz	loka1252	False	False	False	True	False	True
Lizu	NOCODE_Lizu	lizu1234	False	False	False	False	True	True
Lezghian	lez	lezg1247	False	False	False	False	True	True
Lewo	lww	lewo1242	False	True	False	False	False	True
Lese	les	lese1243	False	False	False	False	True	True
Lengua Sur	enx	sout2989	False	False	True	False	False	True
Lele (Chad)	lln	lele1276	False	False	False	False	True	True
Lavukaleve	lvk	lavu1241	False	True	True	False	False	False
Latin	lat	lati1261	False	False	True	False	False	True
Larteh	lar	lart1238	False	False	True	False	False	True
Langi	lag	lang1320	False	False	True	False	False	True
Lama (Togo)	las	lama1275	False	False	False	False	True	True
Labu	lbu	labu1248	False	False	False	True	False	True
Kxoe	xuu	kxoe1243	False	False	False	False	True	True
Kutep	kub	kute1248	False	False	True	False	False	True
Kusaal	kus	kusa1250	False	False	False	False	True	True
Kuria	kuj	kuri1259	False	False	False	False	True	True
Kuo	xuo	kuoo1238	False	False	True	False	False	True
Kunbarlang	wlg	kunb1251	False	True	True	False	False	False
Kumaoni	kfy	kuma1273	False	True	False	False	False	True
Kulung (Nepal)	kle	kulu1253	False	False	False	False	True	True
Kuikúro-Kalapálo	kui	kuik1246	False	False	True	False	False	True
Koyra Chiini Songhay	khq	koyr1240	False	False	False	False	True	True
Korop	krp	koro1304	True	False	False	False	False	True
Korafe-Yegha	kpr	kora1294	False	False	True	False	False	True
Koonzime	ozm	koon1245	True	False	False	False	False	True
Konyak Naga	nbe	kony1248	True	False	False	False	False	True
Konso	kxc	kons1243	False	True	False	False	False	True
Kono (Guinea)	knu	kono1267	False	False	False	False	True	True
Kol (Cameroon)	biw	kolc1235	False	False	False	False	True	True
Koi	kkt	koii1238	False	False	False	False	True	True
Kohumono	bcs	kohu1244	False	False	False	False	True	True
Koenoem	kcs	koen1239	False	False	False	False	True	True
Klon	kyo	kelo1247	False	False	False	True	False	True
Klao	klu	klao1243	False	False	False	False	True	True
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	True	False	False	False	True
Kiowa Apache	apk	kiow1264	False	True	False	False	False	True
Kilivila	kij	kili1267	False	False	True	False	False	True
Khün	kkh	khun1259	False	False	False	True	False	True
Khoibu	nkb	khoi1251	False	False	False	False	True	True
Khezha Naga	nkh	khez1235	True	False	False	False	False	True
Khana	ogo	khan1278	False	False	False	False	True	True
Khams Tibetan	khg	kham1282	False	False	False	False	True	True
Khaling	klr	khal1275	True	False	False	False	False	True
Kgalagadi	xkv	kgal1244	False	False	False	True	False	True
Kelantan-Pattani Malay	mfa	patt1249	False	False	True	False	False	True
Kelabit	kzi	kela1258	False	False	True	False	False	True
Kayan Lahwi	pdu	kaya1315	False	False	False	False	True	True
Katcha-Kadugli-Miri	xtc	katc1249	False	False	False	False	True	True
Karo (Ethiopia)	kxh	karo1297	True	False	False	False	False	True
Karo (Brazil)	arr	karo1305	False	True	False	False	False	True
Kangri	xnr	kang1280	False	False	False	False	True	True
Kalanga	kck	kala1384	False	False	False	True	False	True
Kalabari	ijn	kala1381	False	False	False	False	True	True
Kala Lagaw Ya	mwp	kala1377	False	True	False	False	False	True
Kaike	kzq	kaik1246	True	False	False	False	False	True
Kacipo-Balesi	koe	kaci1244	False	False	False	False	True	True
Jukun Takum	jbu	juku1254	False	False	False	True	False	True
Jita	jit	jita1239	False	False	False	False	True	True
Jiba	juo	jiba1237	False	False	False	False	True	True
Jehai	jhi	jeha1242	True	False	False	False	False	True
Jebero	jeb	jebe1250	False	False	True	False	False	True
Jalkunan	bxl	jalk1242	False	False	True	False	False	True
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	False	False	False	True	False	True
Ivbie North-Okpela-Arhe	atg	ivbi1241	True	False	False	False	False	True
Iu Mien	ium	iumi1238	False	False	False	False	True	True
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	False	False	True	True
Ingush	inh	ingu1240	False	False	True	False	False	True
Igede	ige	iged1239	True	False	False	False	False	True
Ibibio	ibb	ibib1240	False	False	True	False	False	True
Iau	tmu	iauu1242	True	False	False	False	False	True
Iatmul	ian	iatm1242	False	False	True	False	False	True
Hunzib	huz	hunz1247	False	False	True	False	False	True
Hun-Saare	dud	huns1239	False	False	False	True	False	True
Huba	hbb	huba1236	False	False	False	False	True	True
Hozo	hoz	hozo1236	True	False	False	False	False	True
Hokkaido Ainu	ain	ainu1240	False	True	False	False	False	True
Hmong Njua	hnj	hmon1264	False	False	False	False	True	True
Hlai	lic	hlai1239	False	False	False	False	True	True
Herero	her	here1253	False	False	False	True	False	True
Hdi	xed	hdii1240	False	False	False	False	True	True
Hakka Chinese	hak	hakk1236	False	False	False	False	True	True
Haka Chin	cnh	haka1240	False	False	False	True	False	True
Hadrami Arabic	ayh	hadr1236	False	False	True	False	False	True
Guyanese Creole English	gyn	creo1235	False	False	True	False	False	True
Guruntum-Mbaaru	grd	guru1271	False	False	False	True	False	True
Gujari	gju	guja1253	False	False	False	True	False	True
Guiqiong	gqi	guiq1238	False	False	True	False	False	True
Gorowa	gow	goro1270	False	True	False	False	False	True
Gofa	gof	gofa1235	False	True	False	False	False	True
Godoberi	gdo	ghod1238	False	False	True	False	False	True
Glavda	glw	glav1244	True	False	False	False	False	True
Gidar	gid	gida1247	False	False	False	False	True	True
Gedeo	drs	gede1246	False	True	False	False	False	True
Gbaya-Mbodomo	gmm	gbay1281	True	False	False	False	False	True
Gbari	gby	gbar1246	False	False	False	True	False	True
Gangte	gnb	gang1266	False	False	False	False	True	True
Gamo	gmv	gamo1243	False	True	False	False	False	True
Galibi Carib	car	gali1262	False	True	False	False	False	True
Fore	for	fore1270	False	True	False	False	False	True
Foodo	fod	food1238	True	False	False	False	False	True
Fon	fon	fonn1241	False	False	False	False	True	True
Fayu	fau	fayu1238	False	False	False	True	False	True
Faroese	fao	faro1244	False	False	True	False	False	True
Eyak	eya	eyak1241	False	False	True	False	False	True
Even	eve	even1260	False	False	True	False	False	True
Eton-Mengisa	eto	eton1253	False	False	False	False	True	True
Emai-Iuleha-Ora	ema	emai1241	False	False	False	True	False	True
Ekari	ekg	ekar1243	False	True	False	False	False	True
Ejagham	etu	ejag1239	False	False	True	False	False	True
Eggon	ego	eggo1239	False	False	False	False	True	True
Eastern Oromo	hae	east2652	False	True	False	False	False	True
Eastern Lawa	lwl	east2330	False	False	False	True	False	True
East Nyala	nle	east2409	False	False	True	False	False	True
Dzongkha	dzo	dzon1239	False	False	False	False	True	True
Doyayo	dow	doya1240	False	False	False	True	False	True
Dongxiang	sce	dong1285	True	False	False	False	False	True
Dizin	mdx	dizi1235	True	False	False	False	False	True
Dhundari	dhd	dhun1238	False	False	False	True	False	True
Dhimal	dhi	dhim1246	False	False	True	False	False	True
Dera (Nigeria)	kna	dera1248	False	False	False	False	True	True
Danau	dnu	dana1252	False	False	True	False	False	True
Dan	daf	dann1241	False	False	False	True	False	True
Daman-Diu Portuguese	idb	dama1278	False	True	True	False	False	False
Dakaka	bpa	daka1243	False	False	True	False	False	True
Dahalo	dal	daha1245	False	True	False	False	False	True
Daai Chin	dao	daai1236	False	False	False	False	True	True
Cypriot Greek	NOCODE_Cypriot-Greek	cypr1249	False	False	True	False	False	True
Crow	cro	crow1244	False	True	False	False	False	True
Cocama-Cocamilla	cod	coca1259	False	False	True	False	False	True
Classical Mandaic	myz	clas1253	False	False	True	False	False	True
Cicipu	awc	cici1237	False	False	True	False	False	True
Chácobo	cao	chac1251	False	False	True	False	False	True
Chukchi	ckt	chuk1273	False	False	True	False	False	True
Chothe	nct	chot1239	False	False	False	False	True	True
Cholón	cht	chol1284	False	False	True	False	False	True
Chiru	cdf	chir1283	False	False	False	False	True	True
Chepang	cdm	chep1245	False	False	True	False	False	True
Chechen	che	chec1245	False	False	True	False	False	True
Chantyal	chx	chan1310	False	False	False	False	True	True
Chambeali	cdh	cham1307	True	False	False	False	False	True
Chak	ckh	chak1270	True	False	False	False	False	True
Chadong	cdy	chad1240	False	False	True	False	False	True
Cha'palaa	cbi	chac1249	False	False	True	False	False	True
Central Tarahumara	tar	cent2131	False	False	True	False	False	True
Central Dagaare	dga	sout2789	False	False	False	True	False	True
Central Asmat	cns	cent2117	False	True	False	False	False	True
Cavineña	cav	cavi1250	False	True	True	False	False	False
Cashibo-Cacataibo	cbr	cash1251	False	False	True	False	False	True
Cao Miao	cov	caom1238	True	False	False	False	False	True
Campidanese Sardinian	sro	camp1261	False	False	True	False	False	True
Busa	bqp	busa1253	False	False	True	False	False	True
Bundeli	bns	bund1253	False	True	False	False	False	True
Bukusu	bxk	buku1249	False	False	False	False	True	True
Bujhyal	byh	bujh1238	False	True	False	False	False	True
Bugawac	buk	buga1250	True	False	False	False	False	True
Bu-Nao Bunu	bwx	buna1273	False	False	False	False	True	True
Blablanga	blp	blab1237	False	False	True	False	False	True
Bisu	bzi	bisu1244	False	False	False	True	False	True
Bini	bin	bini1246	False	False	False	False	True	True
Bila	bip	bila1255	False	False	False	False	True	True
Bierebo	bnk	bier1244	False	True	False	False	False	True
Biali	beh	bial1238	True	False	False	False	False	True
Beng	nhb	beng1286	True	False	False	False	False	True
Ben Tey Dogon	dbt	bent1238	False	False	True	False	False	True
Bembe	bmb	bemb1255	False	False	True	False	False	True
Belanda Viri	bvi	bela1255	False	False	False	True	False	True
Bekwarra	bkv	bekw1241	False	False	False	False	True	True
Bathari	bhm	bath1244	False	True	True	False	False	False
Basque	eus	basq1248	False	True	False	False	False	True
Bankan Tey Dogon	dbw	bank1259	False	False	True	False	False	True
Bambara	bam	bamb1269	False	False	False	False	True	True
Balinese	ban	bali1278	False	False	True	False	False	True
Balanta-Ganja	bjt	bala1302	False	False	False	False	True	True
Bakole	kme	bako1250	False	False	False	False	True	True
Bakoko	bkh	bako1249	False	False	False	False	True	True
Baha Buyang	yha	baha1256	False	False	False	False	True	True
Bagri	bgq	bagr1243	False	False	False	True	False	True
Bafut	bfd	bafu1246	False	False	False	False	True	True
Awutu	afu	awut1241	False	False	True	False	False	True
Auye	auu	auye1238	False	True	False	False	False	True
Aushi	auh	aush1241	False	False	False	True	False	True
Aukan	djk	ndyu1242	True	False	False	False	False	True
Atzingo Matlatzinca	ocu	atzi1235	False	False	False	True	False	True
Asu (Tanzania)	asa	asut1235	False	False	False	False	True	True
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	True	False	False	True
Arequipa-La Unión Quechua	qxu	areq1237	False	False	True	False	False	True
Arapaho	arp	arap1274	False	True	False	False	False	True
Anta-Komnzo-Wára-Wérè	tci	wara1294	False	False	True	False	False	True
Angolar	aoa	ango1258	False	False	False	False	True	True
Andalusian Arabic	xaa	anda1287	False	False	True	False	False	True
Amkoe	huc	hoaa1235	False	False	False	False	True	True
Amis	ami	amis1246	False	False	True	False	False	True
Amharic	amh	amha1245	False	False	True	False	False	True
Algonquin	alq	algo1255	False	False	True	False	False	True
Aleut	ale	aleu1260	False	False	True	False	False	True
Alagwa	wbj	alag1248	False	True	False	False	False	True
Aklanon	akl	akla1240	False	False	True	False	False	True
Akie	mwy	mosi1247	False	False	True	False	False	True
Akhvakh	akv	akhv1239	False	False	True	False	False	True
Aimele	ail	aime1238	False	False	True	False	False	True
Ahom	aho	ahom1240	False	False	False	False	True	True
Aghu	ahh	aghu1255	False	True	False	False	False	True
Achuar-Shiwiar	acu	achu1248	False	False	True	False	False	True
Abau	aau	abau1245	False	False	False	False	True	True
Záparo	zro	zapa1253	False	False	False	False	False	True
Zulu	zul	zulu1248	False	False	False	False	False	True
Zou	zom	zouu1235	False	False	False	False	False	True
Zoogocho Zapotec	zpq	zoog1238	False	False	False	False	False	True
Zinza	zin	zinz1238	False	False	False	False	False	True
Zimbabwean Ndebele	nde	nort2795	False	False	False	False	False	True
Zia	zia	ziaa1250	False	False	False	False	False	True
Zbu	NOCODE_Zbu	zbua1234	False	True	False	False	False	False
Zayse-Zergulla	zay	zays1235	False	False	False	False	False	True
Zarma-Kaado	dje	zarm1239	False	False	False	False	False	True
Zaniza Zapotec	zpw	zani1235	False	False	False	False	False	True
Zande	zne	zand1248	False	False	False	False	False	True
Zakhring	zkr	zakh1243	False	False	False	False	False	True
Yuwaalaraay-Gamilaraay	kld	gami1243	False	False	False	False	False	True
Yuputhimri	NOCODE_Yuputhimri	yupu1235	False	False	False	False	False	True
Yulu	yul	yulu1243	False	False	False	False	False	True
Yulparija	NOCODE_Yulparija	yulp1239	False	False	False	False	False	True
Yukuben	ybl	yuku1243	False	False	False	False	False	True
Yue Chinese	yue	yuec1235	False	False	False	False	False	True
Yuchi	yuc	yuch1247	False	False	False	False	False	True
Yucatec Maya	yua	yuca1254	False	False	False	False	False	True
Younuo Bunu	buh	youn1235	False	False	False	False	False	True
Yosondúa Mixtec	mpm	yoso1239	False	False	False	False	False	True
Yoruba	yor	yoru1245	False	False	False	False	False	True
Yorta Yorta	xyy	yort1237	False	False	False	False	False	True
Yora	mts	yora1241	False	False	False	False	False	True
Yongning Na	nru	yong1270	False	False	False	False	False	True
Yonaguni	yoi	yona1241	False	False	False	False	False	True
Yiwom	gek	yiwo1237	False	False	False	False	False	True
Yir-Yoront	yiy	yiry1245	False	False	False	False	False	True
Yintyinka-Ayabadhu	ayd	ayab1239	False	False	True	False	False	False
Yine	pib	yine1238	False	False	False	False	False	True
Yinchia	yin	yinc1238	False	False	False	False	False	True
Yimas	yee	yima1243	False	False	False	False	False	True
Yidiny	yii	yidi1250	False	False	True	False	False	False
Yeri	yev	yapu1240	False	False	False	False	False	True
Yaygir	xya	yayg1236	False	False	False	False	False	True
Yawuru	ywr	yawu1244	False	False	False	False	False	True
Yaweyuha	yby	yawe1241	False	False	False	False	False	True
Yawa	yva	nucl1454	False	False	False	False	False	True
Yauyos Quechua	qux	yauy1235	False	False	False	False	False	True
Yapese	yap	yape1248	False	False	False	False	False	True
Yao	yao	yaoo1241	False	False	False	False	False	True
Yanyuwa	jao	yany1243	False	False	False	False	False	True
Yanomám	wca	yano1262	False	False	True	False	False	False
Yankunytjatjara	kdd	yank1247	False	False	False	False	False	True
Yanesha'	ame	yane1238	False	False	False	False	False	True
Yana	ynn	yana1271	False	False	True	False	False	False
Yamba	yam	yamb1251	False	False	False	False	False	True
Yalarnnga	ylr	yala1262	False	False	False	False	False	True
Yagua	yad	yagu1244	False	False	False	False	False	True
Yagaria	ygr	yaga1260	False	False	False	False	False	True
Yaeyama	rys	yaey1239	False	False	False	False	False	True
Yabem	jae	yabe1254	False	False	False	False	False	True
Yaaku	muu	yaak1241	False	False	False	False	False	True
Xokleng	xok	xokl1240	False	False	False	False	False	True
Xinca-Guazacapan	NOCODE_Xinca-Guazacapan	xinc1246	False	False	False	False	False	True
Xhosa	xho	xhos1239	False	False	False	False	False	True
Xamtanga	xan	xamt1239	False	False	False	False	False	True
Wuvulu-Aua	wuv	wuvu1239	False	False	True	False	False	False
Wutunhua	wuh	wutu1241	False	False	False	False	False	True
Wunambal	wub	wuna1249	False	False	False	False	False	True
Wubuy	nuy	nung1290	False	False	True	False	False	False
Wu Chinese	wuu	wuch1236	False	False	False	False	False	True
Woun Meu	noa	woun1238	False	False	False	False	False	True
Woods Cree	cwd	wood1236	False	False	False	False	False	True
Wongo	won	wong1247	False	False	False	False	False	True
Wolio	wlo	woli1241	False	True	False	False	False	False
Woleaian	woe	wole1240	False	False	False	False	False	True
Wolaytta	wal	wola1242	False	False	False	False	False	True
Wilson River (Grey Range)	nbx	ngur1261	False	False	False	False	False	True
